snr,strategy,annual_return,annual_vol,cagr,sharpe,sortino,max_drawdown,calmar,avg_turnover,crra_ce_annual,accuracy
0.25,RegimeOnly,0.04499913227882303,0.07127593977879429,0.0433182850232372,0.3507373225299888,0.5884837668412765,-0.13058884767061485,0.33171504149036685,0.3896444117747513,0.03293771548826596,0.3055555555555556
0.25,NarrativeRegimes,0.043941814032912446,0.10747241042092948,0.03887421616351938,0.2227717228927988,0.3477420442111556,-0.31854812995077586,0.12203561254472434,0.9057050499017859,0.015134223544231551,0.33641975308641975
0.25,RegimeOnly,0.04067659086859022,0.09088562044832425,0.037188480787183176,0.22750123470133002,0.36645534228831567,-0.2857157617597166,0.1301590103329974,0.5812306765282466,0.020261367010905307,0.24074074074074073
0.25,NarrativeRegimes,0.006235716479574433,0.12212854169393286,-0.001323714189160885,-0.11270324962137292,-0.15044273782432657,-0.5623321615140904,-0.002353972046693468,0.9891550048920303,-0.03267972008603737,0.3888888888888889
0.25,RegimeOnly,0.026224960691137555,0.11049774031698208,0.020242616453062245,0.056335637935039796,0.07368007613729524,-0.3377986896605121,0.059925088736744625,0.3008390291909198,-0.005787116853132268,0.3549382716049383
0.25,NarrativeRegimes,0.024931589923820083,0.08788814477696508,0.02129791689951399,0.056112117696135735,0.09463839442575075,-0.34178087882159824,0.06231453606458486,0.44826417883122416,0.005770946892287299,0.41975308641975306
0.25,RegimeOnly,0.021751221290943482,0.08521965949137117,0.018282397172169507,0.02054949880573975,0.03202443938688035,-0.42997118160569114,0.042520052399547884,0.2984767509609369,0.003561870978839199,0.558641975308642
0.25,NarrativeRegimes,0.04112794705507608,0.08013959619320768,0.03858950240769543,0.2636393001549313,0.3956355039367272,-0.2339585673661243,0.16494160843148906,0.6561131894127639,0.025199463110061604,0.46296296296296297
0.25,RegimeOnly,0.05428872701533845,0.07577731998784047,0.0526908012033378,0.45249326607011886,0.796405643643356,-0.16293336843443285,0.3233886447547512,0.31024947192901664,0.041069899527993003,0.5092592592592593
0.25,NarrativeRegimes,0.0271931195356634,0.0867969344064078,0.02368802448598495,0.08287296763251083,0.12936547127553868,-0.3300757727458711,0.07176541401062664,0.7822242598429902,0.008294415162546809,0.5432098765432098
0.25,RegimeOnly,0.03780346509765078,0.08082157055646487,0.03507817925486045,0.22028110781654048,0.32166884296030135,-0.339666104441507,0.10327253380945219,0.4907290932026953,0.02123896058142427,0.32407407407407407
0.25,NarrativeRegimes,0.04929259026337332,0.08657034235779777,0.04650814155581462,0.33836749937185395,0.48953077969126807,-0.4095965314565848,0.11354622899374882,0.22620090014841815,0.030662741194343868,0.5
0.25,RegimeOnly,0.04471472764077797,0.0849865390753207,0.04187113293760958,0.2908075550514434,0.40815156392749324,-0.3364439212443284,0.12445204176300873,0.49600081567951276,0.02643237851149771,0.48148148148148145
