risk_aversion,strategy,annual_return,annual_vol,cagr,sharpe,sortino,max_drawdown,calmar,avg_turnover,crra_ce_annual
2,SixtyForty,0.021118609019465898,0.11583997597778983,0.014378019223618033,0.009656502515853146,0.012042635494881913,-0.47392814911666015,0.030337972645044977,0.027674224193581294,0.007299326672280948
2,RiskParity,0.020718301173145704,0.08271247314432993,0.017403948917608103,0.008684315023349565,0.01097703841787237,-0.362788918980278,0.04797265849940202,0.033154542519731114,0.013851281383372216
2,NarrativeRegimes,0.04668647791637521,0.0898181753755274,0.04350510144998654,0.2971166782758584,0.44857049938052634,-0.2393498243454546,0.18176366566785293,0.07834388401861404,0.03930473364424114
2,SixtyForty,0.04883319802990803,0.1095349893236356,0.04365238307290209,0.26323276432443454,0.3645542309451661,-0.3643941557406033,0.11979441048987724,0.024800403031967396,0.03731346217192977
2,RiskParity,0.03702569425636509,0.08075366616170915,0.03429574375513811,0.21083493871685213,0.31466804078227606,-0.23673395783962914,0.14487040248941008,0.03232153706689892,0.03092222851477966
2,NarrativeRegimes,0.045800547340179125,0.09763947053240007,0.041731303761504135,0.26424300745893153,0.34773567845062936,-0.2280788038751489,0.18296879434858834,0.1307050457164289,0.03657552274465048
2,SixtyForty,0.050821662834079226,0.12479859612167905,0.043823815735805516,0.24697123038169427,0.3565891189788098,-0.38907593608417124,0.11263563657230355,0.02809435870282259,0.03553999468700986
2,RiskParity,0.04753486673909225,0.08644891269080938,0.04466607761721586,0.3185102725071005,0.44948856231407824,-0.18253122211619977,0.24470376683711317,0.03459994014803017,0.040707432443444436
2,NarrativeRegimes,0.03334385005724392,0.07483634245452615,0.030956319103844665,0.17830708476102003,0.23441066097565874,-0.14831227079445009,0.20872392377261792,0.036650904810396887,0.028024004708155914
2,SixtyForty,0.02440767558402398,0.12623289872795154,0.016380486600735322,0.03491701155911102,0.04606026582963773,-0.40400531501856296,0.04054522550027017,0.027879764368946663,0.007873933562711377
2,RiskParity,0.03209803554687837,0.0862565340529581,0.028688987763007212,0.14025645337720913,0.17469531829556645,-0.2374006735536608,0.12084627787091137,0.03339620552566376,0.02472524448377733
2,NarrativeRegimes,0.037065168626594217,0.06904708929466159,0.035259625117365134,0.24715261426543028,0.4274320919832025,-0.13890265021754333,0.2538441495690905,0.0797407509541469,0.03282899388598848
2,SixtyForty,0.04008284531723788,0.12749423760308784,0.032571174267998604,0.1575196314343189,0.25398775258178863,-0.34949868808062834,0.09319398149066736,0.027337386511668782,0.02444153512357561
2,RiskParity,0.035673113776168164,0.08599924180444099,0.03250220772365542,0.18224711575723218,0.31024316691516585,-0.1851161345364254,0.1755773898641987,0.03382493788691625,0.02878228521216153
